Code,Name,Date,Open,High,Low,Close,Change,PCT,Volume,Turnover
000300,沪深300,2005-02-18,"1,020.1200","1,021.2000","1,005.6300","1,006.0500",-14.5600,-1.4266,"8,139,939","4,817,732,100"
000300,沪深300,2005-02-21,"1,006.6900","1,025.6600","1,006.6900","1,025.6300",19.5800,1.9462,"9,886,094","6,052,394,900"
000300,沪深300,2005-02-22,"1,026.8400","1,048.6800","1,024.5300","1,046.7400",21.1100,2.0582,"17,937,842","10,922,776,800"
000300,沪深300,2005-02-23,"1,046.8100","1,049.6100","1,036.6300","1,043.9400",-2.8000,-0.2675,"18,696,929","11,231,940,700"
000300,沪深300,2005-02-24,"1,042.2500","1,045.9600","1,034.7300","1,045.4600",1.5200,0.1456,"14,681,788","8,993,752,200"
000300,沪深300,2005-02-25,"1,046.2700","1,059.4800","1,045.9800","1,046.7600",1.3000,0.1244,"18,170,003","11,489,961,200"
000300,沪深300,2005-02-28,"1,046.2100","1,048.2800","1,035.0400","1,039.9900",-6.7700,-0.6468,"12,971,046","8,190,101,300"
000300,沪深300,2005-03-01,"1,039.3500","1,042.7400","1,031.1700","1,035.9300",-4.0599,-0.3904,"9,962,090","6,288,790,700"
000300,沪深300,2005-03-02,"1,036.3700","1,045.7600","1,021.0000","1,021.3200",-14.6101,-1.4103,"14,225,135","8,971,307,900"
000300,沪深300,2005-03-03,"1,019.8800","1,028.4000","1,014.7500","1,027.7100",6.3900,0.6257,"9,203,085","5,582,812,000"
000300,沪深300,2005-03-04,"1,027.9300","1,031.8500","1,022.1800","1,023.6700",-4.0400,-0.3931,"8,173,641","5,383,868,100"
000300,沪深300,2005-03-07,"1,024.4800","1,031.3400","1,024.4800","1,029.8700",6.2000,0.6057,"7,932,949","5,316,473,200"
000300,沪深300,2005-03-08,"1,033.7900","1,049.2900","1,032.8500","1,048.9900",19.1200,1.8565,"14,295,793","9,851,274,600"
000300,沪深300,2005-03-09,"1,051.2600","1,054.6400","1,041.9800","1,046.5400",-2.4500,-0.2336,"15,327,488","9,877,624,300"
000300,沪深300,2005-03-10,"1,046.6900","1,046.6900","1,019.6300","1,022.4100",-24.1301,-2.3057,"13,295,953","8,380,547,700"
000300,沪深300,2005-03-11,"1,021.0800","1,028.1200","1,016.9300","1,027.4300",5.0201,0.4910,"11,476,381","7,654,557,000"
000300,沪深300,2005-03-14,"1,027.1800","1,041.5700","1,014.9300","1,031.0300",3.6000,0.3504,"14,466,089","10,229,428,900"
000300,沪深300,2005-03-15,"1,030.8600","1,030.9400","1,011.6400","1,013.5200",-17.5100,-1.6983,"12,007,492","8,091,209,200"
000300,沪深300,2005-03-16,"1,011.8500","1,012.2000",995.9700,"1,003.0700",-10.4500,-1.0311,"10,622,782","7,153,745,900"
000300,沪深300,2005-03-17,"1,001.9700","1,004.8200",992.1200,992.8600,-10.2100,-1.0179,"9,969,011","6,535,061,300"
000300,沪深300,2005-03-18,991.8900,996.4000,975.7100,978.6600,-14.2000,-1.4302,"9,652,059","6,314,991,200"
000300,沪深300,2005-03-21,977.3000,983.1800,973.0000,981.8900,3.2300,0.3300,"7,252,564","4,594,520,000"
000300,沪深300,2005-03-22,981.7100,982.1400,959.5600,964.0200,-17.8700,-1.8200,"11,375,717","6,955,307,700"
000300,沪深300,2005-03-23,962.8200,975.3600,955.9900,959.0100,-5.0100,-0.5197,"10,930,053","7,092,055,400"
000300,沪深300,2005-03-24,957.4300,965.0600,948.5300,964.8000,5.7900,0.6037,"9,260,714","6,446,642,600"
000300,沪深300,2005-03-25,964.2500,966.9700,959.0600,962.9600,-1.8400,-0.1907,"7,107,322","4,258,127,200"
000300,沪深300,2005-03-28,961.6500,961.6500,948.8100,960.7000,-2.2600,-0.2347,"6,669,246","4,141,656,400"
000300,沪深300,2005-03-29,960.4200,968.1200,954.7400,955.1900,-5.5100,-0.5735,"7,577,378","4,842,151,100"
000300,沪深300,2005-03-30,952.7100,952.7100,936.3800,937.0300,-18.1600,-1.9012,"8,950,164","5,459,378,800"
000300,沪深300,2005-03-31,934.8500,942.3700,928.3400,942.2000,5.1700,0.5517,"7,859,445","4,555,322,800"
000300,沪深300,2005-04-01,941.4300,989.9000,937.5500,978.1500,35.9500,3.8155,"16,347,504","10,109,402,800"
000300,沪深300,2005-04-04,968.4900,974.0600,956.1300,962.1700,-15.9800,-1.6337,"11,435,093","7,296,500,000"
000300,沪深300,2005-04-05,960.5400,967.7500,953.5900,955.6000,-6.5700,-0.6828,"9,534,536","6,069,514,000"
000300,沪深300,2005-04-06,955.6000,977.8600,948.9500,973.6700,18.0700,1.8910,"14,282,421","9,727,656,100"
000300,沪深300,2005-04-07,975.9700,"1,000.2700",974.3100,984.7300,11.0600,1.1359,"20,754,211","13,260,560,600"
000300,沪深300,2005-04-08,984.6600,"1,003.7000",979.5300,"1,003.4500",18.7200,1.9010,"14,762,526","9,151,349,808"
000300,沪深300,2005-04-11,"1,003.8800","1,008.7300",992.7700,995.4200,-8.0300,-0.8002,"15,936,066","10,436,232,248"
000300,沪深300,2005-04-12,993.7100,993.7100,978.2000,978.7000,-16.7200,-1.6797,"10,226,193","6,479,563,495"
000300,沪深300,2005-04-13,987.9500,"1,006.5000",987.9500,"1,000.9000",22.2000,2.2683,"16,071,687","10,029,602,129"
000300,沪深300,2005-04-14,"1,004.6400","1,006.4200",985.5800,986.9700,-13.9301,-1.3918,"12,945,710","7,813,424,514"
000300,沪深300,2005-04-15,982.6100,982.6100,971.9300,974.0800,-12.8900,-1.3060,"10,408,955","6,541,675,456"
000300,沪深300,2005-04-18,970.9100,970.9100,958.6500,963.7700,-10.3100,-1.0584,"8,598,400","5,329,138,712"
000300,沪深300,2005-04-19,962.9200,968.8700,957.9100,965.8900,2.1200,0.2200,"9,212,623","5,768,907,755"
000300,沪深300,2005-04-20,964.1500,964.1500,946.2000,950.8700,-15.0200,-1.5550,"8,850,705","5,300,003,714"
000300,沪深300,2005-04-21,948.8600,955.5500,938.5900,943.9800,-6.8900,-0.7246,"9,946,145","6,140,646,108"
000300,沪深300,2005-04-22,942.9100,947.9100,934.9600,939.1000,-4.8800,-0.5170,"10,691,884","6,373,550,345"
000300,沪深300,2005-04-25,935.9900,935.9900,920.1600,930.0700,-9.0300,-0.9616,"11,470,478","6,667,303,132"
000300,沪深300,2005-04-26,928.4300,939.7000,924.6600,937.0800,7.0100,0.7537,"11,690,471","7,029,373,085"
000300,沪深300,2005-04-27,938.5700,938.9100,925.9000,926.6000,-10.4800,-1.1184,"10,780,611","6,432,845,906"
000300,沪深300,2005-04-28,923.5300,945.5000,914.8300,942.0700,15.4700,1.6695,"14,343,486","8,315,813,742"
000300,沪深300,2005-04-29,940.8100,942.4500,929.8100,932.4000,-9.6700,-1.0265,"11,235,419","6,853,192,443"
000300,沪深300,2005-05-09,934.6500,937.3900,909.1700,909.1700,-23.2300,-2.4914,"8,529,115","4,889,696,446"
000300,沪深300,2005-05-10,905.5400,913.3900,892.3100,913.0800,3.9100,0.4301,"10,494,331","5,960,910,722"
000300,沪深300,2005-05-11,911.8400,917.2200,900.4400,901.8500,-11.2300,-1.2299,"9,042,047","5,128,333,208"
000300,沪深300,2005-05-12,899.9700,900.0600,883.5100,885.8200,-16.0300,-1.7775,"10,228,720","6,107,327,165"
000300,沪深300,2005-05-13,883.5100,898.5100,875.5800,887.5400,1.7200,0.1942,"11,244,906","6,228,419,643"
000300,沪深300,2005-05-16,885.3900,885.3900,869.3300,875.2700,-12.2700,-1.3825,"8,224,288","4,630,088,469"
000300,沪深300,2005-05-17,873.0800,888.2800,868.2100,881.4600,6.1900,0.7072,"8,772,273","4,635,198,616"
000300,沪深300,2005-05-18,881.1400,890.4000,871.8200,883.2000,1.7400,0.1974,"7,878,610","4,615,409,280"
000300,沪深300,2005-05-19,882.8400,888.0200,871.2900,884.1700,0.9700,0.1098,"8,149,583","4,263,472,583"
000300,沪深300,2005-05-20,883.5100,891.0200,879.1800,882.7600,-1.4100,-0.1595,"7,226,676","3,835,476,288"
000300,沪深300,2005-05-23,880.2800,880.2800,862.1000,863.3400,-19.4200,-2.1999,"7,279,795","3,725,791,093"
000300,沪深300,2005-05-24,861.2000,871.7700,855.5900,868.4600,5.1200,0.5930,"9,206,929","4,777,971,875"
000300,沪深300,2005-05-25,867.6600,876.3000,861.6600,868.4500,-0.0100,-0.0012,"7,238,556","3,742,173,189"
000300,沪深300,2005-05-26,867.7600,872.8400,854.9600,857.3300,-11.1200,-1.2804,"6,622,786","3,470,051,082"
000300,沪深300,2005-05-27,855.5900,864.9600,848.4000,849.5100,-7.8200,-0.9121,"7,749,983","4,240,678,764"
000300,沪深300,2005-05-30,847.6300,858.4600,842.1000,855.6100,6.1000,0.7181,"6,971,583","3,712,116,331"
000300,沪深300,2005-05-31,856.5600,863.2000,853.2900,855.9500,0.3400,0.0397,"7,047,821","3,601,006,687"
000300,沪深300,2005-06-01,855.2100,857.6600,836.0400,837.5300,-18.4200,-2.1520,"7,902,302","4,274,074,912"
000300,沪深300,2005-06-02,835.4700,835.4900,812.9900,818.3800,-19.1500,-2.2865,"9,508,657","5,220,786,229"
000300,沪深300,2005-06-03,816.5500,823.8600,807.9700,818.0300,-0.3500,-0.0428,"7,936,056","4,164,754,479"
000300,沪深300,2005-06-06,816.7300,839.1500,807.7800,839.0000,20.9700,2.5635,"9,009,185","4,685,006,534"
000300,沪深300,2005-06-07,841.5800,858.0900,835.1800,837.2800,-1.7200,-0.2050,"13,067,068","7,248,577,634"
000300,沪深300,2005-06-08,848.5400,908.8300,844.4700,905.7700,68.4900,8.1801,"32,907,839","17,414,544,247"
000300,沪深300,2005-06-09,907.5700,925.3600,895.0400,912.6000,6.8300,0.7540,"33,141,840","17,782,386,004"
000300,沪深300,2005-06-10,911.9400,911.9400,889.1000,894.5600,-18.0400,-1.9768,"22,391,502","12,006,754,528"
000300,沪深300,2005-06-13,895.0000,900.1800,877.6900,892.9600,-1.6000,-0.1789,"15,628,002","7,944,060,172"
000300,沪深300,2005-06-14,895.3900,905.4100,882.8600,883.5400,-9.4200,-1.0549,"14,343,570","7,692,070,462"
000300,沪深300,2005-06-15,881.2100,881.2500,865.1400,866.8300,-16.7100,-1.8913,"11,454,056","6,272,310,250"
000300,沪深300,2005-06-16,866.6600,879.4900,861.8300,879.2400,12.4100,1.4317,"11,049,685","6,115,269,193"
000300,沪深300,2005-06-17,883.6000,888.0800,876.0400,880.3400,1.1000,0.1251,"14,963,009","8,285,455,982"
000300,沪深300,2005-06-20,881.6200,906.4800,872.5600,906.2600,25.9200,2.9443,"18,992,082","10,290,889,580"
000300,沪深300,2005-06-21,906.3100,906.3100,894.3900,896.1700,-10.0900,-1.1134,"12,774,784","6,890,936,652"
000300,沪深300,2005-06-22,894.7700,901.2400,891.9300,900.6500,4.4800,0.4999,"10,478,134","5,882,401,451"
000300,沪深300,2005-06-23,900.0600,904.9000,892.8300,893.5700,-7.0800,-0.7861,"9,509,308","5,465,028,353"
000300,沪深300,2005-06-24,892.0600,898.6700,888.4000,898.3000,4.7300,0.5293,"8,918,739","4,732,186,046"
000300,沪深300,2005-06-27,904.2100,920.6500,904.2100,916.0400,17.7400,1.9748,"16,545,402","8,903,493,734"
000300,沪深300,2005-06-28,913.4800,913.4800,901.2100,903.7200,-12.3200,-1.3449,"10,402,219","5,536,098,456"
000300,沪深300,2005-06-29,906.7500,907.5700,898.0800,898.9000,-4.8199,-0.5333,"10,806,746","5,751,998,008"
000300,沪深300,2005-06-30,897.1000,897.1000,876.8800,878.6900,-20.2100,-2.2483,"10,855,472","5,597,946,269"
000300,沪深300,2005-07-01,875.9300,875.9300,858.3700,859.4900,-19.2000,-2.1851,"10,094,597","5,086,726,820"
000300,沪深300,2005-07-04,855.3200,856.1000,842.8100,855.9300,-3.5600,-0.4142,"8,840,277","4,026,099,534"
000300,沪深300,2005-07-05,853.6800,856.7400,845.3600,849.6800,-6.2500,-0.7302,"7,992,688","4,529,674,417"
000300,沪深300,2005-07-06,850.2500,854.4500,838.6100,842.5600,-7.1200,-0.8380,"6,898,314","3,627,265,630"
000300,沪深300,2005-07-07,841.7500,848.0200,839.2800,844.7300,2.1700,0.2575,"5,962,465","2,901,826,588"
000300,沪深300,2005-07-08,842.6200,842.6200,827.2300,829.4900,-15.2400,-1.8041,"7,221,000","3,447,787,083"
000300,沪深300,2005-07-11,837.8600,850.6600,822.5200,824.1000,-5.3900,-0.6498,"8,439,006","4,092,653,674"
000300,沪深300,2005-07-12,821.9100,854.2900,818.8600,851.8200,27.7200,3.3637,"14,989,871","7,519,245,269"
000300,沪深300,2005-07-13,850.4700,851.9500,841.8600,846.2300,-5.5900,-0.6562,"9,398,842","4,674,024,437"
000300,沪深300,2005-07-14,844.9400,856.0900,843.1800,849.5900,3.3600,0.3971,"9,361,968","4,742,557,429"
000300,沪深300,2005-07-15,849.8700,854.6000,837.7800,841.0000,-8.5900,-1.0111,"8,889,563","4,203,939,701"
000300,沪深300,2005-07-18,839.2200,840.0100,829.6800,832.9900,-8.0100,-0.9524,"8,500,006","3,767,754,660"
000300,沪深300,2005-07-19,831.5000,840.1400,829.2800,835.6100,2.6200,0.3145,"7,891,818","3,622,924,794"
000300,沪深300,2005-07-20,835.3000,844.7100,832.1400,842.6400,7.0300,0.8413,"8,526,473","3,953,440,082"
000300,沪深300,2005-07-21,842.7500,843.9900,835.7600,843.9900,1.3500,0.1602,"8,366,101","4,118,496,717"
000300,沪深300,2005-07-22,847.5400,867.1600,842.9900,859.6900,15.7000,1.8602,"21,630,000","10,210,013,616"
000300,沪深300,2005-07-25,858.3300,860.9500,854.2800,856.8600,-2.8300,-0.3292,"11,816,080","5,762,385,031"
000300,沪深300,2005-07-26,856.1900,880.0300,856.1900,876.4800,19.6200,2.2898,"21,826,776","10,513,580,671"
000300,沪深300,2005-07-27,876.9400,894.0300,876.0400,894.0100,17.5300,2.0000,"20,409,537","9,688,109,273"
000300,沪深300,2005-07-28,893.8800,901.0000,888.5000,890.8900,-3.1200,-0.3490,"20,622,527","10,326,374,188"
000300,沪深300,2005-07-29,889.4100,892.2900,883.3800,888.1600,-2.7300,-0.3064,"13,397,406","6,409,062,024"
000300,沪深300,2005-08-01,887.7200,897.2800,885.8500,891.6100,3.4500,0.3884,"11,808,309","5,451,576,867"
000300,沪深300,2005-08-02,892.1300,903.6500,888.4000,903.6000,11.9900,1.3448,"14,292,547","6,441,958,706"
000300,沪深300,2005-08-03,905.1800,919.2800,903.7600,909.5700,5.9700,0.6607,"25,786,298","11,911,777,040"
000300,沪深300,2005-08-04,907.4200,909.8300,901.6200,904.1500,-5.4200,-0.5959,"14,519,256","6,682,690,057"
000300,沪深300,2005-08-05,904.0400,923.8100,903.9400,923.8000,19.6500,2.1733,"19,123,765","9,585,685,726"
000300,沪深300,2005-08-08,926.5700,933.1500,923.5700,927.4700,3.6700,0.3973,"21,608,944","11,135,756,693"
000300,沪深300,2005-08-09,926.9700,933.3900,919.1100,933.0900,5.6201,0.6060,"19,532,907","9,704,541,246"
000300,沪深300,2005-08-10,933.2600,940.3700,926.2800,940.3700,7.2800,0.7802,"21,515,763","10,214,864,206"
000300,沪深300,2005-08-11,940.7800,953.9900,939.3900,953.9900,13.6200,1.4484,"27,073,666","14,042,061,872"
000300,沪深300,2005-08-12,954.7200,959.2700,933.9800,938.3200,-15.6700,-1.6426,"29,168,144","14,457,553,256"
000300,沪深300,2005-08-15,937.7100,954.5000,936.1100,954.5000,16.1800,1.7244,"20,430,813","10,503,460,782"
000300,沪深300,2005-08-16,955.2700,959.3400,939.9200,945.0600,-9.4400,-0.9890,"23,861,818","12,606,079,730"
000300,沪深300,2005-08-17,943.4100,953.3400,930.3300,953.0100,7.9500,0.8412,"21,457,769","10,910,460,911"
000300,沪深300,2005-08-18,954.1600,956.8400,919.1200,920.6700,-32.3400,-3.3935,"31,855,327","15,916,423,709"
000300,沪深300,2005-08-19,918.0900,927.3200,910.0800,923.0400,2.3700,0.2574,"22,242,679","10,881,501,177"
000300,沪深300,2005-08-22,923.1100,933.3500,919.2200,931.6700,8.6300,0.9350,"16,031,010","7,745,835,021"
000300,沪深300,2005-08-23,931.8100,931.8100,915.0300,923.4100,-8.2600,-0.8866,"15,406,488","7,508,824,639"
000300,沪深300,2005-08-24,923.5600,935.2300,923.5600,930.6500,7.2401,0.7841,"15,959,747","7,736,512,283"
000300,沪深300,2005-08-25,930.9700,933.2000,920.6100,930.1200,-0.5300,-0.0570,"16,292,057","7,604,864,624"
000300,沪深300,2005-08-26,930.2500,930.3300,921.8400,928.2600,-1.8600,-0.2000,"15,429,804","7,186,198,527"
000300,沪深300,2005-08-29,928.3400,928.3400,913.7700,917.3700,-10.8900,-1.1732,"15,462,261","7,137,708,170"
000300,沪深300,2005-08-30,916.0900,920.2100,912.8400,914.8800,-2.4900,-0.2714,"12,438,170","5,858,436,210"
000300,沪深300,2005-08-31,915.1200,928.2100,911.5100,927.9200,13.0400,1.4253,"14,623,630","7,034,282,250"
000300,沪深300,2005-09-01,928.5200,944.9500,926.0600,944.5600,16.6400,1.7933,"22,306,384","10,558,677,965"
000300,沪深300,2005-09-02,945.9800,947.9200,941.3100,947.8700,3.3100,0.3504,"18,614,438","8,864,773,608"
000300,沪深300,2005-09-05,949.0800,952.9800,944.6300,952.7200,4.8500,0.5117,"17,843,318","8,242,226,133"
000300,沪深300,2005-09-06,953.4100,956.3000,934.9700,936.6100,-16.1100,-1.6909,"21,222,255","10,583,985,179"
000300,沪深300,2005-09-07,934.9900,952.9000,932.6500,952.7600,16.1500,1.7243,"19,608,466","9,956,808,193"
000300,沪深300,2005-09-08,954.2700,958.8700,947.7100,955.2800,2.5200,0.2645,"22,424,393","11,753,260,243"
000300,沪深300,2005-09-09,955.1100,959.9000,946.0200,949.0700,-6.2100,-0.6501,"16,219,310","7,924,193,974"
000300,沪深300,2005-09-12,949.7800,952.5500,945.4000,949.5100,0.4400,0.0464,"11,672,613","5,610,130,326"
000300,沪深300,2005-09-13,949.5800,963.9200,948.1300,963.7700,14.2600,1.5018,"16,579,431","7,999,031,246"
000300,沪深300,2005-09-14,964.9700,970.2600,961.6400,970.1900,6.4200,0.6661,"19,958,291","9,942,627,972"
000300,沪深300,2005-09-15,970.5800,970.9600,965.6600,969.6000,-0.5900,-0.0608,"16,377,679","8,098,160,518"
000300,沪深300,2005-09-16,969.6200,970.3700,964.2800,967.4900,-2.1100,-0.2176,"13,978,571","6,989,327,513"
000300,沪深300,2005-09-19,967.4400,971.9900,964.2600,971.1400,3.6500,0.3773,"14,737,421","7,427,481,654"
000300,沪深300,2005-09-20,971.3800,971.6500,957.1200,961.9200,-9.2200,-0.9494,"18,636,604","9,189,438,331"
000300,沪深300,2005-09-21,961.3700,961.3700,943.8200,944.4100,-17.5100,-1.8203,"18,541,895","8,760,459,022"
000300,沪深300,2005-09-22,942.7300,942.7300,914.2300,923.2700,-21.1400,-2.2384,"18,115,525","8,625,589,892"
000300,沪深300,2005-09-23,921.5100,927.4200,914.8100,916.1500,-7.1200,-0.7712,"11,547,644","5,549,882,042"
000300,沪深300,2005-09-26,915.8400,919.6500,913.6100,918.4800,2.3300,0.2543,"8,836,241","4,398,425,669"
000300,沪深300,2005-09-27,918.8700,921.1300,903.3900,904.2100,-14.2700,-1.5536,"11,086,056","5,576,097,392"
000300,沪深300,2005-09-28,903.3300,910.3300,901.3800,903.7200,-0.4901,-0.0542,"8,850,310","4,331,475,905"
000300,沪深300,2005-09-29,904.2800,915.9700,904.2800,915.9700,12.2500,1.3555,"11,938,978","5,798,238,295"
000300,沪深300,2005-09-30,916.5900,918.6600,913.4500,917.3900,1.4200,0.1550,"9,001,433","4,529,466,676"
000300,沪深300,2005-10-10,917.2100,917.2100,906.8800,907.3200,-10.0700,-1.0977,"7,158,451","3,665,624,376"
000300,沪深300,2005-10-11,906.6300,919.8000,904.0400,919.7200,12.4000,1.3667,"7,758,295","4,032,539,378"
000300,沪深300,2005-10-12,920.4500,926.0900,917.3800,923.4800,3.7600,0.4088,"12,208,852","6,653,231,000"
000300,沪深300,2005-10-13,923.4300,926.0100,916.2800,916.5000,-6.9800,-0.7558,"10,828,904","6,021,814,326"
000300,沪深300,2005-10-14,916.3400,917.8900,902.8100,904.8300,-11.6700,-1.2733,"10,123,940","5,568,049,025"
000300,沪深300,2005-10-17,903.2700,903.2700,892.3600,897.6200,-7.2100,-0.7968,"10,552,506","5,516,482,064"
000300,沪深300,2005-10-18,897.3700,903.0000,895.6200,902.3700,4.7500,0.5292,"11,366,317","5,849,997,730"
000300,沪深300,2005-10-19,902.0400,907.8800,897.0400,898.7400,-3.6300,-0.4023,"11,033,048","5,474,099,406"
000300,沪深300,2005-10-20,898.8900,900.1300,889.5700,899.9100,1.1700,0.1302,"12,608,725","6,082,545,635"
000300,沪深300,2005-10-21,899.6500,907.7900,897.9900,904.4100,4.5000,0.5001,"11,364,588","5,645,096,184"
000300,沪深300,2005-10-24,905.1300,908.4500,900.2300,906.6500,2.2401,0.2477,"9,218,982","4,674,775,354"
000300,沪深300,2005-10-25,905.9700,905.9700,893.6100,894.2700,-12.3800,-1.3655,"11,213,401","5,687,104,900"
000300,沪深300,2005-10-26,892.6200,892.6200,873.9000,875.8200,-18.4500,-2.0631,"12,167,123","5,911,800,808"
000300,沪深300,2005-10-27,873.4700,879.6700,869.7200,875.8500,0.0300,0.0034,"11,908,588","5,881,848,405"
000300,沪深300,2005-10-28,875.8600,880.2100,859.6900,867.7300,-8.1200,-0.9271,"11,973,376","5,565,266,453"
000300,沪深300,2005-10-31,866.6200,878.4100,866.1500,876.2800,8.5500,0.9853,"10,443,651","4,954,801,462"
000300,沪深300,2005-11-01,875.9600,875.9600,862.6900,872.8600,-3.4200,-0.3903,"10,082,745","4,762,514,458"
000300,沪深300,2005-11-02,873.3900,884.9400,873.3900,882.4800,9.6200,1.1021,"13,104,973","6,115,386,842"
000300,沪深300,2005-11-03,882.1900,885.6800,872.1100,874.5800,-7.9000,-0.8952,"12,179,182","5,843,191,842"
000300,沪深300,2005-11-04,873.3500,878.3600,869.6800,878.3600,3.7800,0.4322,"9,567,310","4,570,236,086"
000300,沪深300,2005-11-07,877.6200,877.6200,870.0800,877.2800,-1.0800,-0.1230,"7,713,259","3,758,294,613"
000300,沪深300,2005-11-08,876.4300,881.9000,870.9600,881.5200,4.2400,0.4833,"10,128,761","4,617,261,094"
000300,沪深300,2005-11-09,881.5100,884.9400,878.6800,879.2500,-2.2700,-0.2575,"11,774,405","5,544,780,425"
000300,沪深300,2005-11-10,878.6200,878.6200,862.0900,862.9700,-16.2800,-1.8516,"10,853,771","5,071,603,818"
000300,沪深300,2005-11-11,861.2200,867.3300,857.7900,864.7900,1.8200,0.2109,"9,219,720","4,221,479,222"
000300,沪深300,2005-11-14,864.0800,864.2500,858.3400,862.1500,-2.6400,-0.3053,"6,271,674","2,924,317,719"
000300,沪深300,2005-11-15,862.0700,867.4600,853.8600,856.6400,-5.5100,-0.6391,"8,252,478","4,158,739,868"
000300,沪深300,2005-11-16,855.4500,863.1700,847.4900,863.1200,6.4800,0.7564,"9,066,138","4,185,382,359"
000300,沪深300,2005-11-17,863.0800,865.7900,859.0000,862.6600,-0.4600,-0.0533,"8,811,637","4,120,494,742"
000300,沪深300,2005-11-18,862.5800,886.5800,862.4000,882.2400,19.5800,2.2697,"17,597,803","8,353,934,317"
000300,沪深300,2005-11-21,882.7900,886.1100,880.3000,883.8700,1.6300,0.1848,"10,259,963","4,897,254,555"
000300,沪深300,2005-11-22,883.9300,883.9300,869.5300,869.6200,-14.2500,-1.6122,"10,597,236","4,500,600,972"
000300,沪深300,2005-11-23,868.0100,876.8200,866.1900,876.2300,6.6100,0.7601,"9,916,920","3,944,070,407"
000300,沪深300,2005-11-24,875.8300,885.7400,874.8800,881.4900,5.2600,0.6003,"14,629,008","6,102,429,919"
000300,沪深300,2005-11-25,881.2500,884.1600,877.2600,884.1000,2.6100,0.2961,"13,003,546","5,127,946,933"
000300,沪深300,2005-11-28,883.2400,886.7400,877.6400,880.1700,-3.9300,-0.4445,"9,739,735","4,239,101,597"
000300,沪深300,2005-11-29,879.2500,879.2500,870.5600,871.3100,-8.8600,-1.0066,"8,414,994","3,597,357,382"
000300,沪深300,2005-11-30,870.4500,873.9300,866.9800,873.8300,2.5200,0.2892,"8,040,738","3,676,845,309"
